43,62,13,Citizen630,-10.0,love, sadness, fear
Some(2023-06-28 23:34:56),341,92,95,Citizen750,10.0,harmony, conflict, harmony
Some(2023-06-28 23:34:56),341,92,95,Citizen500,30.0,harmony, conflict, harmony
Some(2023-06-28 23:34:56),341,92,95,Citizen807,10.0,harmony, conflict, harmony
Some(2023-06-28 23:34:56),341,92,95,Citizen664,-10.0,harmony, conflict, harmony
Some(2023-06-28 23:34:56),341,92,95,Citizen614,-10.0,harmony, conflict, harmony
Some(2023-06-28 23:34:56),341,92,95,Citizen435,10.0,harmony, conflict, harmony
Some(2023-06-28 23:34:56),341,92,95,Citizen708,10.0,harmony, conflict, harmony
Some(2023-06-28 23:34:56),341,92,95,Citizen508,30.0,harmony, conflict, harmony
36,75,54,Citizen453,10.0,happiness, shame, joy
36,75,54,Citizen835,-10.0,anger, shame, contentment
36,75,54,Citizen681,10.0,hope, shame, gratitude
36,75,54,Citizen644,10.0,hope, conflict, contentment
36,75,54,Citizen601,10.0,guilt, gratitude, gratitude
36,75,54,Citizen485,-10.0,gratitude, stress, envy
36,75,54,Citizen609,-10.0,guilt, love, conflict
36,75,54,Citizen707,-10.0,peace, guilt, envy
36,75,54,Citizen445,10.0,love, kindness, shame
36,75,54,Citizen578,10.0,sadness, love, happiness
36,75,54,Citizen835,10.0,contentment, sadness, harmony
36,75,54,Citizen71,-10.0,fear, happiness, sadness
36,75,54,Citizen681,-30.0,disgust, shame, disgust
11,85,57,Citizen576,30.0,happiness, serenity, contentment
11,85,57,Citizen446,30.0,happiness, serenity, contentment
11,85,57,Citizen194,30.0,happiness, serenity, contentment
11,85,57,Citizen882,10.0,happiness, serenity, contentment
11,85,57,Citizen100,10.0,happiness, serenity, contentment
11,85,57,Citizen156,30.0,happiness, serenity, contentment
11,85,57,Citizen221,-10.0,happiness, serenity, contentment
11,85,57,Citizen361,30.0,happiness, serenity, contentment
11,85,57,Citizen602,30.0,happiness, serenity, contentment
11,85,57,Citizen917,10.0,happiness, serenity, contentment
430,76,76,Citizen822,30.0,contentment, sadness, serenity
430,76,76,Citizen628,10.0,contentment, sadness, serenity
430,76,76,Citizen452,-30.0,contentment, sadness, serenity
430,76,76,Citizen207,10.0,contentment, sadness, serenity
430,76,76,Citizen826,-10.0,contentment, sadness, serenity
430,76,76,Citizen212,-10.0,contentment, sadness, serenity
430,76,76,Citizen309,10.0,contentment, sadness, serenity
430,76,76,Citizen949,10.0,contentment, sadness, serenity
430,76,76,Citizen786,10.0,contentment, sadness, serenity
430,76,76,Citizen651,10.0,contentment, sadness, serenity
973,93,75,Citizen191,10.0,freedom, peace, harmony
973,93,75,Citizen636,30.0,freedom, peace, harmony
973,93,75,Citizen710,-10.0,freedom, peace, harmony
973,93,75,Citizen228,30.0,freedom, peace, harmony
973,93,75,Citizen221,10.0,freedom, peace, harmony
973,93,75,Citizen710,10.0,freedom, peace, harmony
973,93,75,Citizen683,30.0,freedom, peace, harmony
973,93,75,Citizen160,10.0,freedom, peace, harmony
973,93,75,Citizen557,10.0,freedom, peace, harmony
973,93,75,Citizen384,-30.0,freedom, peace, harmony
973,93,75,Citizen175,10.0,freedom, peace, harmony
973,93,75,Citizen902,10.0,freedom, peace, harmony
973,93,75,Citizen55,10.0,freedom, peace, harmony
973,93,75,Citizen782,10.0,freedom, peace, harmony
973,94,76,Citizen893,-10.0,disgust, hope, joy
973,94,76,Citizen191,10.0,disgust, hope, joy
973,94,76,Citizen710,-10.0,disgust, hope, joy
973,94,76,Citizen228,30.0,disgust, hope, joy
973,94,76,Citizen221,10.0,disgust, hope, joy
973,94,76,Citizen683,30.0,disgust, hope, joy
973,94,76,Citizen160,10.0,disgust, hope, joy
973,94,76,Citizen384,-30.0,disgust, hope, joy
973,94,76,Citizen175,10.0,disgust, hope, joy
973,94,76,Citizen902,10.0,disgust, hope, joy
946,76,55,Citizen17,-30.0,disgust, stress, frustration
946,76,55,Citizen78,-10.0,sadness, conflict, contentment
946,76,55,Citizen453,10.0,happiness, shame, joy
946,76,55,Citizen835,-10.0,anger, shame, contentment
946,76,55,Citizen681,10.0,hope, shame, gratitude
946,76,55,Citizen644,10.0,hope, conflict, contentment
946,76,55,Citizen601,10.0,guilt, gratitude, gratitude
946,76,55,Citizen485,-10.0,gratitude, stress, envy
946,76,55,Citizen609,-10.0,guilt, love, conflict
946,76,55,Citizen445,10.0,love, kindness, shame
946,76,55,Citizen578,10.0,sadness, love, happiness
946,76,55,Citizen835,10.0,contentment, sadness, harmony
865,85,17,Citizen543,-10.0,fear, kindness, envy
865,85,17,Citizen752,10.0,peace, stress, contentment
865,85,17,Citizen658,-30.0,shame, frustration, shame
865,85,17,Citizen156,10.0,hope, envy, love
865,85,17,Citizen724,-10.0,happiness, disgust, anger
865,85,17,Citizen146,-10.0,frustration, peace, conflict
865,85,17,Citizen324,-30.0,shame, disgust, shame
865,85,17,Citizen176,-10.0,peace, stress, sadness
865,85,17,Citizen970,-10.0,shame, kindness, guilt
865,85,17,Citizen295,-10.0,fear, gratitude, conflict
865,85,17,Citizen536,-10.0,guilt, stress, serenity
865,85,17,Citizen138,-30.0,fear, sadness, shame
865,85,17,Citizen378,-10.0,disgust, conflict, happiness
Some(2023-06-28 23:37:56),842,4,42,Citizen22,-10.0,love, harmony, contentment
Some(2023-06-28 23:37:56),842,4,42,Citizen186,30.0,love, harmony, contentment
Some(2023-06-28 23:37:56),842,4,42,Citizen772,10.0,love, harmony, contentment
Some(2023-06-28 23:37:56),842,4,42,Citizen206,-10.0,love, harmony, contentment
Some(2023-06-28 23:37:56),842,4,42,Citizen833,10.0,love, harmony, contentment
Some(2023-06-28 23:37:56),842,4,42,Citizen523,10.0,love, harmony, contentment
Some(2023-06-28 23:37:56),842,4,42,Citizen160,-10.0,love, harmony, contentment
Some(2023-06-28 23:37:56),842,4,42,Citizen343,-10.0,love, harmony, contentment
Some(2023-06-28 23:37:56),842,4,42,Citizen575,30.0,love, harmony, contentment
Some(2023-06-28 23:37:56),842,4,42,Citizen510,-10.0,love, harmony, contentment
Some(2023-06-28 23:37:56),842,4,42,Citizen225,30.0,love, harmony, contentment
Some(2023-06-28 23:38:56),597,7,64,Citizen409,30.0,peace, anarchy, contentment
Some(2023-06-28 23:38:56),597,7,64,Citizen803,30.0,peace, anarchy, contentment
Some(2023-06-28 23:38:56),597,7,64,Citizen636,10.0,peace, anarchy, contentment
Some(2023-06-28 23:38:56),597,7,64,Citizen322,10.0,peace, anarchy, contentment
Some(2023-06-28 23:38:56),597,7,64,Citizen540,-10.0,peace, anarchy, contentment
Some(2023-06-28 23:38:56),597,7,64,Citizen843,10.0,peace, anarchy, contentment
Some(2023-06-28 23:38:56),597,7,64,Citizen10,10.0,peace, anarchy, contentment
Some(2023-06-28 23:38:56),597,7,64,Citizen969,30.0,peace, anarchy, contentment
Some(2023-06-28 23:38:56),597,7,64,Citizen18,-10.0,peace, anarchy, contentment
Some(2023-06-28 23:38:56),597,7,64,Citizen210,-10.0,peace, anarchy, contentment
Some(2023-06-28 23:38:56),597,7,64,Citizen648,30.0,peace, anarchy, contentment
Some(2023-06-28 23:38:56),597,7,64,Citizen631,30.0,peace, anarchy, contentment
282,38,8,Citizen707,-10.0,kindness, sadness, envy
282,38,8,Citizen978,-30.0,shame, sadness, sadness
282,38,8,Citizen40,10.0,conflict, happiness, kindness
282,38,8,Citizen773,-10.0,shame, shame, peace
282,38,8,Citizen812,10.0,peace, sadness, serenity
282,38,8,Citizen859,10.0,fear, happiness, peace
282,38,8,Citizen243,10.0,peace, stress, gratitude
282,38,8,Citizen773,-10.0,joy, shame, guilt
282,38,8,Citizen514,10.0,joy, happiness, anger
282,38,8,Citizen838,-10.0,sadness, sadness, love
282,38,8,Citizen909,-30.0,stress, sadness, disgust
865,85,19,Citizen543,-10.0,fear, kindness, envy
865,85,19,Citizen473,-10.0,harmony, frustration, stress
865,85,19,Citizen658,-30.0,shame, frustration, shame
865,85,19,Citizen156,10.0,hope, envy, love
865,85,19,Citizen487,-10.0,serenity, stress, disgust
865,85,19,Citizen724,-10.0,happiness, disgust, anger
865,85,19,Citizen146,-10.0,frustration, peace, conflict
865,85,19,Citizen324,-30.0,shame, disgust, shame
865,85,19,Citizen100,10.0,happiness, happiness, sadness
865,85,19,Citizen176,-10.0,peace, stress, sadness
865,85,19,Citizen970,-10.0,shame, kindness, guilt
865,85,19,Citizen295,-10.0,fear, gratitude, conflict
865,85,19,Citizen536,-10.0,guilt, stress, serenity
865,85,19,Citizen138,-30.0,fear, sadness, shame
865,85,19,Citizen378,-10.0,disgust, conflict, happiness
36,75,54,Citizen453,10.0,happiness, shame, joy
36,75,54,Citizen835,-10.0,anger, shame, contentment
36,75,54,Citizen681,10.0,hope, shame, gratitude
36,75,54,Citizen644,10.0,hope, conflict, contentment
36,75,54,Citizen601,10.0,guilt, gratitude, gratitude
36,75,54,Citizen485,-10.0,gratitude, stress, envy
36,75,54,Citizen609,-10.0,guilt, love, conflict
36,75,54,Citizen707,-10.0,peace, guilt, envy
36,75,54,Citizen445,10.0,love, kindness, shame
36,75,54,Citizen578,10.0,sadness, love, happiness
36,75,54,Citizen835,10.0,contentment, sadness, harmony
36,75,54,Citizen71,-10.0,fear, happiness, sadness
36,75,54,Citizen681,-30.0,disgust, shame, disgust
67,64,84,Citizen113,10.0,gratitude, kindness, love
67,64,84,Citizen467,10.0,gratitude, kindness, love
67,64,84,Citizen836,30.0,gratitude, kindness, love
67,64,84,Citizen409,-10.0,gratitude, kindness, love
67,64,84,Citizen672,10.0,gratitude, kindness, love
67,64,84,Citizen816,-10.0,gratitude, kindness, love
67,64,84,Citizen623,30.0,gratitude, kindness, love
67,64,84,Citizen535,30.0,gratitude, kindness, love
67,64,84,Citizen521,-10.0,gratitude, kindness, love
969,44,51,Citizen864,10.0,disgust, kindness, joy
969,44,51,Citizen688,30.0,disgust, kindness, joy
969,44,51,Citizen181,10.0,disgust, kindness, joy
969,44,51,Citizen163,10.0,disgust, kindness, joy
969,44,51,Citizen6,30.0,disgust, kindness, joy
969,44,51,Citizen91,10.0,disgust, kindness, joy
969,44,51,Citizen296,10.0,disgust, kindness, joy
969,44,51,Citizen121,10.0,disgust, kindness, joy
969,44,51,Citizen426,-10.0,disgust, kindness, joy
969,44,51,Citizen389,10.0,disgust, kindness, joy
282,43,13,Citizen530,10.0,love, joy, guilt
282,43,13,Citizen962,30.0,harmony, harmony, joy
282,43,13,Citizen594,-10.0,serenity, fear, disgust
282,43,13,Citizen888,30.0,hope, love, love
282,43,13,Citizen16,-10.0,disgust, conflict, joy
282,43,13,Citizen985,10.0,harmony, disgust, serenity
282,43,13,Citizen707,-10.0,kindness, sadness, envy
282,43,13,Citizen859,10.0,fear, happiness, peace
282,43,13,Citizen773,-10.0,joy, shame, guilt
976,24,27,Citizen403,-10.0,shame, harmony, fear
976,24,27,Citizen492,10.0,guilt, happiness, love
976,24,27,Citizen973,30.0,love, harmony, gratitude
976,24,27,Citizen557,-10.0,joy, disgust, fear
976,24,27,Citizen694,10.0,love, fear, gratitude
976,24,27,Citizen838,-10.0,guilt, envy, love
976,24,27,Citizen224,-10.0,peace, shame, stress
976,24,27,Citizen53,-10.0,love, stress, shame
976,24,27,Citizen645,10.0,serenity, shame, peace
976,24,27,Citizen632,-10.0,guilt, anger, peace
976,24,27,Citizen510,10.0,serenity, joy, fear
976,24,27,Citizen430,-10.0,conflict, contentment, anger
Some(2023-06-28 23:29:55),965,60,59,Citizen620,30.0,joy, hope, joy
Some(2023-06-28 23:29:55),965,60,59,Citizen625,-10.0,joy, hope, joy
Some(2023-06-28 23:29:55),965,60,59,Citizen730,10.0,joy, hope, joy
Some(2023-06-28 23:29:55),965,60,59,Citizen528,30.0,joy, hope, joy
Some(2023-06-28 23:29:55),965,60,59,Citizen800,30.0,joy, hope, joy
Some(2023-06-28 23:29:55),965,60,59,Citizen80,30.0,joy, hope, joy
Some(2023-06-28 23:29:55),965,60,59,Citizen914,30.0,joy, hope, joy
Some(2023-06-28 23:29:55),965,60,59,Citizen175,10.0,joy, hope, joy
Some(2023-06-28 23:29:55),965,60,59,Citizen987,30.0,joy, hope, joy
Some(2023-06-28 23:29:55),965,60,59,Citizen525,10.0,joy, hope, joy
Some(2023-06-28 23:29:55),965,60,59,Citizen68,10.0,joy, hope, joy
Some(2023-06-28 23:29:55),965,60,59,Citizen94,-30.0,joy, hope, joy
Some(2023-06-28 23:29:55),965,60,59,Citizen628,10.0,joy, hope, joy
Some(2023-06-28 23:29:55),965,60,59,Citizen121,30.0,joy, hope, joy
Some(2023-06-28 23:29:55),965,60,59,Citizen290,30.0,joy, hope, joy
Some(2023-06-28 23:29:55),965,60,59,Citizen287,30.0,joy, hope, joy
Some(2023-06-28 23:29:55),965,60,59,Citizen809,10.0,joy, hope, joy
612,61,76,Citizen707,30.0,freedom, anger, sadness
612,61,76,Citizen271,10.0,freedom, anger, sadness
612,61,76,Citizen88,10.0,freedom, anger, sadness
612,61,76,Citizen223,10.0,freedom, anger, sadness
612,61,76,Citizen440,30.0,freedom, anger, sadness
612,61,76,Citizen402,10.0,freedom, anger, sadness
612,61,76,Citizen514,30.0,freedom, anger, sadness
612,61,76,Citizen78,30.0,freedom, anger, sadness
612,61,76,Citizen377,10.0,freedom, anger, sadness
612,61,76,Citizen287,-10.0,freedom, anger, sadness
946,76,54,Citizen17,-30.0,disgust, stress, frustration
946,76,54,Citizen453,10.0,happiness, shame, joy
946,76,54,Citizen835,-10.0,anger, shame, contentment
946,76,54,Citizen681,10.0,hope, shame, gratitude
946,76,54,Citizen644,10.0,hope, conflict, contentment
946,76,54,Citizen601,10.0,guilt, gratitude, gratitude
946,76,54,Citizen485,-10.0,gratitude, stress, envy
946,76,54,Citizen609,-10.0,guilt, love, conflict
946,76,54,Citizen707,-10.0,peace, guilt, envy
946,76,54,Citizen445,10.0,love, kindness, shame
946,76,54,Citizen578,10.0,sadness, love, happiness
946,76,54,Citizen835,10.0,contentment, sadness, harmony
Some(2023-06-28 23:37:56),341,91,93,Citizen725,10.0,serenity, contentment, fear
Some(2023-06-28 23:37:56),341,91,93,Citizen240,30.0,serenity, contentment, fear
Some(2023-06-28 23:37:56),341,91,93,Citizen956,10.0,serenity, contentment, fear
Some(2023-06-28 23:37:56),341,91,93,Citizen750,10.0,serenity, contentment, fear
Some(2023-06-28 23:37:56),341,91,93,Citizen500,30.0,serenity, contentment, fear
Some(2023-06-28 23:37:56),341,91,93,Citizen690,10.0,serenity, contentment, fear
Some(2023-06-28 23:37:56),341,91,93,Citizen664,-10.0,serenity, contentment, fear
Some(2023-06-28 23:37:56),341,91,93,Citizen614,-10.0,serenity, contentment, fear
Some(2023-06-28 23:37:56),341,91,93,Citizen192,-10.0,serenity, contentment, fear
Some(2023-06-28 23:37:56),341,91,93,Citizen435,10.0,serenity, contentment, fear
Some(2023-06-28 23:37:56),341,91,93,Citizen708,10.0,serenity, contentment, fear
Some(2023-06-28 23:37:56),341,91,93,Citizen508,30.0,serenity, contentment, fear
Some(2023-06-28 23:37:56),341,91,93,Citizen775,30.0,serenity, contentment, fear
Some(2023-06-28 23:37:56),341,91,93,Citizen30,-30.0,serenity, contentment, fear
Some(2023-06-28 23:37:56),341,91,93,Citizen617,30.0,serenity, contentment, fear
989,20,53,Citizen172,30.0,freedom, anger, peace
989,20,53,Citizen535,10.0,freedom, anger, peace
989,20,53,Citizen37,30.0,freedom, anger, peace
989,20,53,Citizen735,10.0,freedom, anger, peace
989,20,53,Citizen811,-10.0,freedom, anger, peace
989,20,53,Citizen99,-10.0,freedom, anger, peace
989,20,53,Citizen67,30.0,freedom, anger, peace
899,36,59,Citizen66,-10.0,conflict, envy, happiness
899,36,59,Citizen908,-10.0,envy, joy, anger
899,36,59,Citizen14,10.0,shame, harmony, contentment
899,36,59,Citizen455,30.0,happiness, happiness, kindness
899,36,59,Citizen761,10.0,serenity, hope, anger
899,36,59,Citizen875,10.0,gratitude, anger, harmony
899,36,59,Citizen19,-10.0,guilt, disgust, hope
899,36,59,Citizen60,30.0,serenity, peace, love
899,36,59,Citizen8,-10.0,harmony, disgust, shame
899,36,59,Citizen557,10.0,serenity, hope, frustration
899,36,59,Citizen375,30.0,hope, love, joy
616,104,92,No citizen detected.
899,31,59,Citizen60,30.0,serenity, peace, love
899,31,59,Citizen8,-10.0,harmony, disgust, shame
899,31,59,Citizen557,10.0,serenity, hope, frustration
899,31,59,Citizen375,30.0,hope, love, joy
899,31,59,Citizen8,10.0,love, hope, conflict
899,31,59,Citizen284,-10.0,fear, stress, serenity
899,31,59,Citizen882,10.0,frustration, hope, serenity
899,31,59,Citizen697,-10.0,contentment, envy, guilt
899,31,59,Citizen926,-10.0,envy, happiness, conflict
282,40,9,Citizen888,30.0,hope, love, love
282,40,9,Citizen707,-10.0,kindness, sadness, envy
282,40,9,Citizen978,-30.0,shame, sadness, sadness
282,40,9,Citizen40,10.0,conflict, happiness, kindness
282,40,9,Citizen773,-10.0,shame, shame, peace
282,40,9,Citizen812,10.0,peace, sadness, serenity
282,40,9,Citizen859,10.0,fear, happiness, peace
282,40,9,Citizen243,10.0,peace, stress, gratitude
282,40,9,Citizen773,-10.0,joy, shame, guilt
282,40,9,Citizen514,10.0,joy, happiness, anger
282,40,9,Citizen838,-10.0,sadness, sadness, love
965,60,61,Citizen620,30.0,love, hope, anger
965,60,61,Citizen625,-10.0,love, hope, anger
965,60,61,Citizen730,10.0,love, hope, anger
965,60,61,Citizen352,-10.0,love, hope, anger
965,60,61,Citizen528,30.0,love, hope, anger
965,60,61,Citizen800,30.0,love, hope, anger
965,60,61,Citizen80,30.0,love, hope, anger
965,60,61,Citizen914,30.0,love, hope, anger
965,60,61,Citizen175,10.0,love, hope, anger
965,60,61,Citizen987,30.0,love, hope, anger
965,60,61,Citizen525,10.0,love, hope, anger
965,60,61,Citizen68,10.0,love, hope, anger
965,60,61,Citizen94,-30.0,love, hope, anger
965,60,61,Citizen628,10.0,love, hope, anger
965,60,61,Citizen121,30.0,love, hope, anger
965,60,61,Citizen290,30.0,love, hope, anger
965,60,61,Citizen287,30.0,love, hope, anger
965,60,61,Citizen809,10.0,love, hope, anger
526,71,41,Citizen253,10.0,joy, guilt, love
526,71,41,Citizen188,10.0,love, hope, shame
526,71,41,Citizen583,30.0,gratitude, hope, gratitude
526,71,41,Citizen914,-30.0,stress, anger, fear
526,71,41,Citizen542,30.0,hope, happiness, serenity
526,71,41,Citizen725,10.0,contentment, love, sadness
526,71,41,Citizen37,10.0,frustration, hope, gratitude
526,71,41,Citizen446,10.0,joy, happiness, disgust
526,71,41,Citizen269,-10.0,guilt, serenity, sadness
464,43,6,Citizen61,10.0,sadness, love, peace
464,43,6,Citizen771,10.0,shame, joy, contentment
464,43,6,Citizen764,-10.0,fear, happiness, disgust
464,43,6,Citizen634,30.0,harmony, love, gratitude
464,43,6,Citizen589,-10.0,conflict, disgust, kindness
464,43,6,Citizen229,10.0,love, contentment, stress
464,43,6,Citizen34,10.0,frustration, contentment, love
464,43,6,Citizen132,-10.0,hope, shame, shame
464,43,6,Citizen944,-10.0,contentment, fear, envy
464,43,6,Citizen227,10.0,serenity, fear, gratitude
464,43,6,Citizen298,-10.0,peace, stress, stress
526,71,41,Citizen253,10.0,joy, guilt, love
526,71,41,Citizen188,10.0,love, hope, shame
526,71,41,Citizen583,30.0,gratitude, hope, gratitude
526,71,41,Citizen914,-30.0,stress, anger, fear
526,71,41,Citizen542,30.0,hope, happiness, serenity
526,71,41,Citizen725,10.0,contentment, love, sadness
526,71,41,Citizen37,10.0,frustration, hope, gratitude
526,71,41,Citizen446,10.0,joy, happiness, disgust
526,71,41,Citizen269,-10.0,guilt, serenity, sadness
262,3,29,Citizen277,-10.0,frustration, frustration, happiness
262,3,29,Citizen903,10.0,envy, peace, contentment
262,3,29,Citizen182,10.0,hope, joy, disgust
262,3,29,Citizen238,10.0,contentment, stress, love
262,3,29,Citizen487,-10.0,peace, anger, anger
262,3,29,Citizen100,-10.0,guilt, fear, happiness
262,3,29,Citizen506,-10.0,sadness, shame, happiness
262,3,29,Citizen759,30.0,peace, kindness, harmony
899,31,59,Citizen60,30.0,serenity, peace, love
899,31,59,Citizen8,-10.0,harmony, disgust, shame
899,31,59,Citizen557,10.0,serenity, hope, frustration
899,31,59,Citizen375,30.0,hope, love, joy
899,31,59,Citizen8,10.0,love, hope, conflict
899,31,59,Citizen284,-10.0,fear, stress, serenity
899,31,59,Citizen882,10.0,frustration, hope, serenity
899,31,59,Citizen697,-10.0,contentment, envy, guilt
899,31,59,Citizen926,-10.0,envy, happiness, conflict
282,42,12,Citizen533,30.0,peace, contentment, hope
282,42,12,Citizen35,-10.0,fear, happiness, stress
282,42,12,Citizen962,30.0,harmony, harmony, joy
282,42,12,Citizen594,-10.0,serenity, fear, disgust
282,42,12,Citizen888,30.0,hope, love, love
282,42,12,Citizen985,10.0,harmony, disgust, serenity
282,42,12,Citizen707,-10.0,kindness, sadness, envy
282,42,12,Citizen978,-30.0,shame, sadness, sadness
282,42,12,Citizen859,10.0,fear, happiness, peace
282,42,12,Citizen773,-10.0,joy, shame, guilt
282,42,12,Citizen514,10.0,joy, happiness, anger
282,37,7,Citizen177,-30.0,sadness, fear, fear
282,37,7,Citizen812,10.0,peace, sadness, serenity
282,37,7,Citizen859,10.0,fear, happiness, peace
282,37,7,Citizen243,10.0,peace, stress, gratitude
282,37,7,Citizen773,-10.0,joy, shame, guilt
282,37,7,Citizen514,10.0,joy, happiness, anger
282,37,7,Citizen838,-10.0,sadness, sadness, love
282,37,7,Citizen909,-30.0,stress, sadness, disgust
282,37,7,Citizen929,-10.0,shame, happiness, stress
282,37,7,Citizen170,30.0,happiness, kindness, peace
282,37,7,Citizen165,30.0,kindness, happiness, contentment
2,73,32,Citizen718,30.0,freedom, hope, disgust
2,73,32,Citizen619,30.0,freedom, hope, disgust
2,73,32,Citizen365,30.0,freedom, hope, disgust
2,73,32,Citizen647,30.0,freedom, hope, disgust
2,73,32,Citizen968,-10.0,freedom, hope, disgust
2,73,32,Citizen271,10.0,freedom, hope, disgust
2,73,32,Citizen211,30.0,freedom, hope, disgust
2,73,32,Citizen105,10.0,freedom, hope, disgust
Some(2023-06-29 12:20:04),663,65,82,Citizen240,30.0,anarchy, frustration, happiness
Some(2023-06-29 12:20:04),663,65,82,Citizen28,30.0,anarchy, frustration, happiness
Some(2023-06-29 12:20:04),663,65,82,Citizen834,10.0,anarchy, frustration, happiness
Some(2023-06-29 12:20:04),663,65,82,Citizen688,-10.0,anarchy, frustration, happiness
Some(2023-06-29 12:20:04),663,65,82,Citizen721,-10.0,anarchy, frustration, happiness
Some(2023-06-29 12:20:04),663,65,82,Citizen691,10.0,anarchy, frustration, happiness
Some(2023-06-29 12:20:04),663,65,82,Citizen186,10.0,anarchy, frustration, happiness
Some(2023-06-29 12:20:04),663,65,82,Citizen570,-10.0,anarchy, frustration, happiness
Some(2023-06-29 12:20:04),663,65,82,Citizen972,10.0,anarchy, frustration, happiness
735,98,86,Citizen965,30.0,freedom, harmony, disgust
735,98,86,Citizen435,10.0,freedom, harmony, disgust
735,98,86,Citizen421,30.0,freedom, harmony, disgust
735,98,86,Citizen715,30.0,freedom, harmony, disgust
735,98,86,Citizen916,10.0,freedom, harmony, disgust
735,98,86,Citizen879,10.0,freedom, harmony, disgust
43,59,6,Citizen858,-10.0,anger, peace, disgust
43,59,6,Citizen701,10.0,serenity, happiness, stress
43,59,6,Citizen723,-10.0,serenity, stress, fear
43,59,6,Citizen325,10.0,gratitude, peace, anger
43,59,6,Citizen674,10.0,peace, serenity, anger
43,59,6,Citizen176,-10.0,frustration, sadness, hope
43,59,6,Citizen159,-10.0,hope, anger, frustration
43,59,6,Citizen866,10.0,joy, serenity, shame
43,59,6,Citizen872,-10.0,guilt, stress, happiness
43,59,6,Citizen466,10.0,guilt, serenity, love
43,59,6,Citizen303,10.0,guilt, peace, gratitude
43,59,6,Citizen759,-10.0,anger, happiness, guilt
946,76,57,Citizen17,-30.0,disgust, stress, frustration
946,76,57,Citizen528,10.0,harmony, fear, peace
946,76,57,Citizen78,-10.0,sadness, conflict, contentment
946,76,57,Citizen453,10.0,happiness, shame, joy
946,76,57,Citizen835,-10.0,anger, shame, contentment
946,76,57,Citizen681,10.0,hope, shame, gratitude
946,76,57,Citizen644,10.0,hope, conflict, contentment
946,76,57,Citizen601,10.0,guilt, gratitude, gratitude
946,76,57,Citizen485,-10.0,gratitude, stress, envy
946,76,57,Citizen445,10.0,love, kindness, shame
946,76,57,Citizen578,10.0,sadness, love, happiness
946,76,57,Citizen835,10.0,contentment, sadness, harmony
Some(2023-06-28 23:33:56),597,8,64,Citizen380,-10.0,hope, love, gratitude
Some(2023-06-28 23:33:56),597,8,64,Citizen599,10.0,hope, love, gratitude
Some(2023-06-28 23:33:56),597,8,64,Citizen409,30.0,hope, love, gratitude
Some(2023-06-28 23:33:56),597,8,64,Citizen803,30.0,hope, love, gratitude
Some(2023-06-28 23:33:56),597,8,64,Citizen636,10.0,hope, love, gratitude
Some(2023-06-28 23:33:56),597,8,64,Citizen322,10.0,hope, love, gratitude
Some(2023-06-28 23:33:56),597,8,64,Citizen540,-10.0,hope, love, gratitude
Some(2023-06-28 23:33:56),597,8,64,Citizen843,10.0,hope, love, gratitude
Some(2023-06-28 23:33:56),597,8,64,Citizen10,10.0,hope, love, gratitude
Some(2023-06-28 23:33:56),597,8,64,Citizen969,30.0,hope, love, gratitude
Some(2023-06-28 23:33:56),597,8,64,Citizen18,-10.0,hope, love, gratitude
Some(2023-06-28 23:33:56),597,8,64,Citizen210,-10.0,hope, love, gratitude
Some(2023-06-28 23:33:56),597,8,64,Citizen648,30.0,hope, love, gratitude
Some(2023-06-28 23:33:56),597,8,64,Citizen631,30.0,hope, love, gratitude
Some(2023-06-29 12:19:04),99,14,67,Citizen613,30.0,fear, kindness, disgust
Some(2023-06-29 12:19:04),99,14,67,Citizen735,30.0,fear, kindness, disgust
Some(2023-06-29 12:19:04),99,14,67,Citizen801,-10.0,fear, kindness, disgust
Some(2023-06-29 12:19:04),99,14,67,Citizen188,10.0,fear, kindness, disgust
Some(2023-06-29 12:19:04),99,14,67,Citizen410,-30.0,fear, kindness, disgust
Some(2023-06-29 12:19:04),99,14,67,Citizen337,10.0,fear, kindness, disgust
Some(2023-06-29 12:19:04),99,14,67,Citizen992,-10.0,fear, kindness, disgust
Some(2023-06-29 12:19:04),99,14,67,Citizen217,-10.0,fear, kindness, disgust
Some(2023-06-29 12:19:04),99,14,67,Citizen3,-10.0,fear, kindness, disgust
Some(2023-06-29 12:19:04),99,14,67,Citizen529,10.0,fear, kindness, disgust
Some(2023-06-29 12:19:04),99,14,67,Citizen633,10.0,fear, kindness, disgust
86,25,51,Citizen63,10.0,conflict, hope, hope
86,25,51,Citizen233,30.0,serenity, peace, peace
86,25,51,Citizen900,10.0,harmony, harmony, sadness
86,25,51,Citizen480,10.0,contentment, anger, contentment
86,25,51,Citizen207,-10.0,conflict, contentment, sadness
86,25,51,Citizen674,30.0,contentment, gratitude, serenity
86,25,51,Citizen133,-10.0,stress, frustration, gratitude
86,25,51,Citizen306,10.0,envy, joy, joy
86,25,51,Citizen991,10.0,contentment, sadness, love
86,25,51,Citizen218,-10.0,stress, guilt, serenity
86,25,51,Citizen291,30.0,gratitude, gratitude, serenity
86,25,51,Citizen347,30.0,joy, harmony, hope
86,25,51,Citizen686,10.0,disgust, peace, love
526,77,35,Citizen743,-10.0,harmony, anger, disgust
526,77,35,Citizen771,10.0,contentment, stress, gratitude
526,77,35,Citizen565,10.0,love, shame, kindness
526,77,35,Citizen977,10.0,love, envy, hope
526,77,35,Citizen487,-30.0,stress, frustration, sadness
